,1bgg_clean_site0000,1bgg_clean_site0001,1bgg_clean_site0002,1bgg_clean_site0003,1bgg_clean_site0004,1bgg_clean_site0005,1bgg_clean_site0006,1bgg_clean_site0007,1bgg_clean_site0008,1bgg_clean_site0009,1bgg_clean_site0010,1bgg_clean_site0011,1bgg_clean_site0012,1bgg_clean_site0013,1bgg_clean_site0014,1bgg_clean_site0015,1bgg_clean_site0016,1bgg_clean_site0017,1bgg_clean_site0018,1bgg_clean_site0019,2vy0_clean_site0000,2vy0_clean_site0001,2vy0_clean_site0002,2vy0_clean_site0003,2vy0_clean_site0004,2vy0_clean_site0005,2vy0_clean_site0006,2vy0_clean_site0007,3apg_clean_site0000,3apg_clean_site0001,3apg_clean_site0002,3apg_clean_site0003,3apg_clean_site0004,3apg_clean_site0005,3apg_clean_site0006,3apg_clean_site0007,3apg_clean_site0008,3apg_clean_site0009,3apg_clean_site0010,3apg_clean_site0011,3apg_clean_site0012,3apg_clean_site0013,3apg_clean_site0014,3apg_clean_site0015,3apg_clean_site0016,3apg_clean_site0017,3apg_clean_site0018,3apg_clean_site0019,3apg_clean_site0020,3wq8_clean_site0000,3wq8_clean_site0001,3wq8_clean_site0002,3wq8_clean_site0003,3wq8_clean_site0004,6t13_monomer_clean_site0000,6t13_monomer_clean_site0001,6t13_monomer_clean_site0002,6t13_monomer_clean_site0003,6t13_monomer_clean_site0004,6t13_monomer_clean_site0005,6t13_monomer_clean_site0006,6t13_monomer_clean_site0007,6t13_monomer_clean_site0008,6t13_monomer_clean_site0009,6t13_monomer_clean_site0010,a0a0h4nxh8_clean_site0000,a0a0h4nxh8_clean_site0001
1bgg_clean_site0013,0.4996781630978711,0.4155749871709175,0.35347053080401986,0.20033860958825955,0.3826546913645066,0.25249184255628637,0.16135679975470055,0.30808984976249026,0.45209396529783563,0.9333105916372904,0.3461545314226463,0.3169340711177057,0.21785975499527327,1.0,0.29182540633343257,0.15689193242329377,0.29491195318699426,0.243602184279655,0.8666411667282374,0.1784406083977071,0.3294673638064268,0.29557541180983227,0.24577082216466042,0.10749165037570321,0.17258095238020382,0.31575972649967987,0.3607005375615325,0.3352679679092834,0.3262584889493098,0.4059256844936172,0.23050529571192296,0.2630448068310492,0.31464100542161755,0.23357766579626246,0.3791640795109453,0.24700284434719225,0.3860671835106269,0.41202113378400884,0.3631096549203077,0.31122028406075014,0.2900637756905745,0.29994522906579163,0.2613683231818816,0.22017234734074867,0.4164782570538469,0.3743360444660967,0.11353051569368204,0.1458543530757818,0.274888211024869,0.17593780109962462,0.26969892403903495,0.24005117048071176,0.11573318195619627,0.2153582578948162,0.3218250427620239,0.26131538795980275,0.23214462357484938,0.22729158967886048,0.1885598470549788,0.2326819780952499,0.2886896891077596,0.14220569380730555,0.11396334058839815,0.26795036485315715,0.17830806073115907,0.27934993551813325,0.23074003566633355
1bgg_clean_site0014,0.4048606310539264,0.25657122343942107,0.27736879387572716,0.26333999250207424,0.2636696445552368,0.19999594395584558,0.159678961574921,0.3939643686049087,0.1847459633136629,0.1780682269437478,0.4968444332557859,0.27396309263759616,0.1958442739289401,0.29182540633343257,1.0,0.2401037639748113,0.27041367559976776,0.32971923672663,0.35824836995649345,0.4968369909612019,0.400097573266941,0.24948116580994278,0.287679217658555,0.1677554558923115,0.32825611856065173,0.5239082148461229,0.5225654279609521,0.4802116678985878,0.15561416554071994,0.09939246176311403,0.1635822190298606,0.2413133827978724,0.33841879363791877,0.3248992026747562,0.20016701844127796,0.2591978752505874,0.2470979649285618,0.36192543058955373,0.0,0.13677767498434684,0.2092421487912425,0.1444111461327,0.2657628416300277,0.17862756052769035,0.39470598443299376,0.3187825546042983,0.352869514128921,0.0,0.2547098871940912,0.25475704217529016,0.08590202457437172,0.3969662859662447,0.3371156130875827,0.39037678888279476,0.17788135848187897,0.15065242647115967,0.12713748345166478,0.29813295041962307,0.28212075245538515,0.15425611665529307,0.21921697572478985,0.12980976072704045,0.26853962654816005,0.2475811633311052,0.2724237294565057,0.360789893643419,0.27452133359177494
1bgg_clean_site0015,0.1673186400907093,0.12260096115883634,0.3706885100007715,0.20256645739548756,0.21410709186187116,0.1596461976786065,0.3120283813297481,0.15297104836543557,0.34114380935811134,0.24067781830470653,0.17933720477700524,0.11340371698063946,0.49848038888793983,0.15689193242329377,0.2401037639748113,1.0,0.17057306856952403,0.22473248193657622,0.18194778314393664,0.2143521701590013,0.3929419753530071,0.18848527235799648,0.26821322631156636,0.20084887993873357,0.40838012604069773,0.29697535999413155,0.1651947053573542,0.400374683528777,0.4014303233638475,0.46519618146911307,0.3811532893161953,0.40682013547451856,0.3138974091718405,0.3201354574986538,0.2815619346270807,0.11572114174860812,0.3048268733677307,0.3445586940621549,0.18699006540656515,0.1867449284678335,0.3304165072810471,0.43708889249304883,0.14533494517694584,0.27422226538654015,0.37997165968025914,0.21549992867142836,0.37275805331102096,0.19251454771679638,0.4071430336238826,0.19477836026995268,0.3389232647690931,0.29406674205103,0.25557215887494433,0.24234234221635126,0.3845884729844989,0.22997238726322072,0.42186860480510785,0.21957786077984964,0.5312417976455713,0.2050974071851739,0.4395058241067357,0.5085104375511469,0.19257286092401077,0.2342013395738271,0.03829609188983038,0.3746951337910441,0.12831508850533332
1bgg_clean_site0016,0.32523652783187224,0.7857006144043369,0.30793563743443236,0.24313860640560694,0.30803396195473826,0.39096119535476653,0.19895128344262272,0.27377858471114097,0.22911468704281956,0.41600780084199857,0.24550274137664027,0.7856986036076429,0.2792212126573573,0.29491195318699426,0.27041367559976776,0.17057306856952403,1.0,0.29755456900215826,0.34733901906050185,0.2626894688746382,0.09842536672825282,0.28518604467286374,0.1250957569507491,0.2389877604506243,0.10082012475820568,0.3630101443728515,0.5024444607833437,0.2451509285345071,0.3539127257156536,0.18463632882199943,0.22574826337902737,0.20586922137307523,0.17830955494695638,0.1884760652791832,0.21275591617103848,0.37871264386825854,0.2189908235025298,0.08858880932629223,0.2659712576262377,0.24408055039800244,0.48489673570886255,0.24041048287995373,0.13293196832781534,0.2857847603589718,0.20265351624030045,0.5093552653078102,0.3881424044523158,0.13067254099914197,0.3016506583684233,0.23416613090461338,0.17704067504672522,0.2569244395679446,0.3189207873838438,0.42924296704205556,0.3106274762794328,0.13743125363063627,0.34002999966857,0.10028712917319711,0.24163480658945855,0.3725683217834456,0.2653228123108023,0.2549054043943072,0.17030420885743952,0.13580698127757154,0.23353331029217042,0.19105440398248183,0.1207273851619346
1bgg_clean_site0017,0.25787846606432385,0.2278831110648909,0.3057467820796486,0.28927946665605386,0.3980081026150807,0.1250185119777127,0.3689398533783039,0.2947589670686588,0.4105145724302927,0.4331349546241094,0.23452269362428263,0.195529256901725,0.24892789855708558,0.243602184279655,0.32971923672663,0.22473248193657622,0.29755456900215826,1.0,0.2545953032297897,0.25118855877380997,0.21580376767592424,0.19111411305366197,0.09072510689231832,0.3199861137998621,0.20107700192640074,0.40877946595627745,0.11552409736240285,0.1875238896962443,0.3079689537388697,0.2811412232020552,0.3471139062666778,0.33648063840710474,0.17168993182170567,0.042581412656230375,0.19645186718118035,0.17790801272180093,0.28372773514570365,0.36768054906004416,0.12769212413483655,0.24470536489983713,0.27415288769286056,0.3595497393749222,0.1880276862331855,0.3027059901832478,0.32418636517743643,0.299932454692426,0.40179324788177867,0.05441521611472373,0.1669213315070977,0.32458775857550604,0.23188962325721896,0.4252612825296891,0.16308769711151522,0.1171152152961697,0.43317939247883236,0.2780805643888174,0.13280633171742084,0.25216346149708435,0.21328800558473474,0.20930678660251445,0.16081457441914845,0.5998246769543757,0.13643385569291736,0.2648557993230015,0.12965367101363465,0.20010280346543005,0.2967345019951083
1bgg_clean_site0018,0.21375830780577978,0.29480050326984103,0.17789294795776614,0.24085136060103776,0.8666352090798844,0.17893227520131189,0.3783283623047648,0.17722617859729725,0.35356133931792244,0.3828569857260954,0.2523226807620301,0.3082736382198279,0.3876747753241763,0.8666411667282374,0.35824836995649345,0.18194778314393664,0.34733901906050185,0.2545953032297897,1.0,0.28654487448324584,0.3640517511008138,0.31572914877523056,0.2659113580836256,0.42241824137526335,0.2241642345484351,0.21246485530867384,0.1923634240435904,0.2728188388897589,0.32502409121260045,0.28657506195331656,0.2887523772009775,0.34412343495100495,0.25040609786558615,0.2200192826954844,0.32373929749676383,0.17477700025445334,0.3016074886454554,0.3976430826645059,0.35151225428610966,0.17656175784249614,0.23101906231341285,0.27601942829679127,0.17273284773098502,0.13061099841979876,0.22542187332559865,0.253742326531845,0.3144548858081611,0.1927488829174534,0.29842838338305844,0.17427773278329323,0.263275950903444,0.36594489452396917,0.3060727888259201,0.3104532757594887,0.3153089213481646,0.25035583950777596,0.15420573941498159,0.12856117278699425,0.22438076923594708,0.2778523744468151,0.38318057964577207,0.40536477495927437,0.28811488226239407,0.2617619323391577,0.10380053518077448,0.2918193134779428,0.28360303468735354
1bgg_clean_site0019,0.41352925183333156,0.283561991175043,0.3193940426710601,0.09878894977375627,0.34608858041062807,0.4999963417885483,0.12469140254298061,0.24538951286704677,0.27180037636670856,0.2523544219919945,0.19999292118475537,0.48542649080207856,0.12471939681555813,0.1784406083977071,0.4968369909612019,0.2143521701590013,0.2626894688746382,0.25118855877380997,0.28654487448324584,1.0,0.31414321048253485,0.3920811718278112,0.20254049779064037,0.06716730450647847,0.23393770940877512,0.07272532939277482,0.2718965225453073,0.24925508925878864,0.26175447988608797,0.18335091123829178,0.21423608061456106,0.20889835102384363,0.3494389037839984,0.23775510627117416,0.09366832788352426,0.24193034762813923,0.2163549732932545,0.24661709340716692,0.31625767625204904,0.09922253817370083,0.16733959199391285,0.29977172625904086,0.32238103158333603,0.16226054727119785,0.16824300581272653,0.14571410780210542,0.18652321625268312,0.15695502319415527,0.22506903937924835,0.24681079215688975,0.19680140783277872,0.2831133140385285,0.22970548084910497,0.22636447820824251,0.30182311433945275,0.1187819417158393,0.2014695299910121,0.3702732452155082,0.1858980764200927,0.0,0.23510356317419195,0.3133956867157834,0.42468978095707194,0.21472695493933172,0.708395189868571,0.44210842115983195,0.15942325257062678
2vy0_clean_site0000,0.19104793832537045,0.1911193415074758,0.2607035648957651,0.26582258281557136,0.1890924875855977,0.16475543312768118,0.4986397417188311,0.3723155384965029,0.3420517287265382,0.24060422083954353,0.23530541392967352,0.4257919337719594,0.26523681470687505,0.3294673638064268,0.400097573266941,0.3929419753530071,0.09842536672825282,0.21580376767592424,0.3640517511008138,0.31414321048253485,1.0,0.18133293486528904,0.2508482269721993,0.09838997542009238,0.30839427072397063,0.4819781996175129,0.28473823403822873,0.23225323880048312,0.1608875662379336,0.16636721849989772,0.48331798248404645,0.2193301192465574,0.10114700129485785,0.4467696442135411,0.0,0.12170891329690274,0.2656464595391269,0.21196618139350393,0.24830669978825076,0.13296189570244746,0.13390879882913997,0.42615740216419706,0.27217897863166746,0.3116658886836392,0.31257988268646175,0.25187756724057203,0.13179302485345118,0.15713076838692303,0.39433616990989373,0.22191882328273219,0.26496111294222,0.2177954694678092,0.2423645041201743,0.3019926030871621,0.17504448520483765,0.2217226881216841,0.2134394882030158,0.08673731471517154,0.1552164722924736,0.24937697040808562,0.2464398429462094,0.38319013529620793,0.16272789005959368,0.5359403278757895,0.156727841023723,0.23535016612010742,0.29593644139394054
2vy0_clean_site0001,0.4647344766206877,0.10039419441610455,0.22461282515394557,0.223043970572614,0.4316000592770391,0.35968121506732154,0.47230169170382114,0.22446563930881178,0.16868234569307036,0.14575040082362772,0.2384576839052503,0.22301703141456927,0.2755858116950578,0.29557541180983227,0.24948116580994278,0.18848527235799648,0.28518604467286374,0.19111411305366197,0.31572914877523056,0.3920811718278112,0.18133293486528904,1.0,0.2567735502739037,0.22333370392380755,0.11307132142485368,0.3862975421399465,0.13731529609348278,0.18553545589269088,0.18952281533909626,0.21362327057137698,0.49158458973031843,0.3986329947483696,0.3135006118062394,0.16650971875554507,0.35170761325950256,0.19118354296888124,0.35793101950574446,0.2888022770236198,0.22610538593928745,0.22715524382462698,0.17854085938051595,0.39290455998319546,0.15523338315446245,0.2691211934629621,0.14346554418792234,0.4833222519397251,0.25762802857737555,0.13084745794970631,0.12553632315163368,0.23499533191273944,0.34626526397107976,0.2606302207308277,0.13614279539613566,0.2548540900241772,0.2838696921371805,0.2915769616180704,0.12111340540557836,0.14554819498501967,0.10333347111941872,0.22418819740023346,0.18028601873379108,0.4989616466003652,0.1523493373101328,0.23136540677326783,0.0808483181326354,0.2472600728335496,0.27880504291288577
2vy0_clean_site0002,0.345037526765727,0.2786518820318882,0.3090239096943881,0.10734329906502597,0.22746352529931968,0.31521097576617707,0.6127705084486652,0.36712486538406125,0.2716515481851881,0.1845366994760103,0.3679751711647528,0.21497822178343884,0.18938998333963053,0.24577082216466042,0.287679217658555,0.26821322631156636,0.1250957569507491,0.09072510689231832,0.2659113580836256,0.20254049779064037,0.2508482269721993,0.2567735502739037,1.0,0.0882621885655058,0.31614075853910023,0.15182667727400023,0.162261536992511,0.22144745669908347,0.1569642670222312,0.21521584869824598,0.3311819370429135,0.270080571820753,0.1400929880136004,0.2913941383967193,0.2916555921094559,0.17499584848876434,0.46445351373584,0.32694306337391893,0.1976702879504548,0.2640417845854416,0.2871630364287835,0.23716536281502446,0.21537237005668966,0.13831561446413426,0.3154581189809752,0.3805341601477188,0.23695633702393246,0.2514848572168088,0.21879575089449185,0.269237810630171,0.1384817741884396,0.20189833063550894,0.17604630059052237,0.196474206361291,0.28992929136645473,0.4036931232397855,0.18191345620128352,0.2123737059899543,0.14320555126198278,0.13092704971934505,0.2900701026333629,0.23402689544718366,0.04805211847234321,0.12319498532208174,0.23285351284389788,0.17254753954077962,0.26793239382632583
2vy0_clean_site0003,0.29002032017964907,0.0699797692332496,0.3214827963774872,0.08893381258153067,0.1723498532042731,0.20333927480117028,0.15784196780094037,0.232019567634661,0.2557030192351301,0.32042209395516746,0.24678538493373758,0.27729383700407756,0.2137953054356503,0.10749165037570321,0.1677554558923115,0.20084887993873357,0.2389877604506243,0.3199861137998621,0.42241824137526335,0.06716730450647847,0.09838997542009238,0.22333370392380755,0.0882621885655058,1.0,0.24592991134179923,0.088811243327587,0.054997588598339066,0.17439803105208398,0.27557455884054355,0.269600848686368,0.2153256101394437,0.2927401072683164,0.09621960171572491,0.31122009688354535,0.4049069772088939,0.20602208356606821,0.2935075709861355,0.22116940942845487,0.19566832902550907,0.22660846104451482,0.17651595371873108,0.27891986886000397,0.2649841836618754,0.20644811080900877,0.2398562643555988,0.076234876223145,0.23102945606229552,0.2235019165726905,0.20145746995745079,0.14480188166631408,0.22259345241865927,0.2684045604379649,0.19311040342380945,0.18762335567975616,0.13879744770173877,0.19833995307289684,0.2293155760678786,0.22115996338940888,0.16269195664220445,0.06364584595056222,0.23262382952184077,0.2784582169067744,0.18324529495604794,0.1166932689170695,0.22356743908442925,0.15644516467806907,0.19506260282053509
2vy0_clean_site0004,0.28615703882660837,0.23890585748500442,0.23706006348756753,0.4717307374335373,0.3555066304007586,0.23851496323248264,0.3367993563669091,0.21232595538791213,0.4432410865727365,0.3175162194283454,0.29277218658103354,0.2858969928675303,0.2358297249733675,0.17258095238020382,0.32825611856065173,0.40838012604069773,0.10082012475820568,0.20107700192640074,0.2241642345484351,0.23393770940877512,0.30839427072397063,0.11307132142485368,0.31614075853910023,0.24592991134179923,1.0,0.3369953406798421,0.16644185469152123,0.16693192802005177,0.19876560192389198,0.4474939832402491,0.14632844724276392,0.35386531740631333,0.2369485979041797,0.25615613187316405,0.3098974528276958,0.08013589589265135,0.3541369709317444,0.3107798122425902,0.17279822026258543,0.22263234824909447,0.11934296039033478,0.36217724701368004,0.21506922886200386,0.21741384389850432,0.116412630361241,0.572019611134061,0.17675115867119157,0.1327744880820439,0.24126187428646378,0.25203471798498545,0.2617285042281008,0.17025300750935937,0.27441708738418114,0.4562031090886005,0.09864365167795199,0.34936943433786144,0.2157424531133718,0.17067743373660507,0.10003725191951297,0.09198093569336843,0.12404234235363167,0.40168342910435956,0.11285719732117636,0.38092106911973883,0.18108950858371312,0.20974711179271857,0.32855174962381933
2vy0_clean_site0005,0.292020352995775,0.4752785426964174,0.23533977745128354,0.3106220043895108,0.3652207427731869,0.3573796717330317,0.23842743592812823,0.2869185236836035,0.4617268140764637,0.1437070799129539,0.431305085124988,0.16111981664730335,0.33446985562390924,0.31575972649967987,0.5239082148461229,0.29697535999413155,0.3630101443728515,0.40877946595627745,0.21246485530867384,0.07272532939277482,0.4819781996175129,0.3862975421399465,0.15182667727400023,0.088811243327587,0.3369953406798421,1.0,0.15709661507007597,0.39280052534917315,0.4971111690947206,0.2653610962073881,0.4016895067172437,0.44055393550876293,0.31268520585927934,0.38375957558652213,0.35608549022775743,0.1416900333228954,0.1695081845244599,0.40129290914080046,0.3238845683075669,0.41076538345449,0.24618918016737756,0.24450167696754113,0.3095690634603415,0.1577702700852922,0.16453659128725756,0.23783975842478575,0.39933231263368435,0.2987694323276837,0.49887053362522393,0.23706039351874236,0.31511263808768725,0.46880874185731397,0.3085963930610641,0.38164629733522176,0.45037274939152533,0.39931832783713256,0.3073312350665476,0.23983356473461326,0.3967865354472772,0.31084295903662246,0.2901099872700099,0.3884194023445602,0.3285190130730065,0.17702035644811323,0.3018425160796733,0.23491775209329255,0.22851603187030853
2vy0_clean_site0006,0.3050924882867883,0.37895422577833554,0.20082853967649175,0.3021472460011137,0.28205145948683763,0.3670568166955155,0.14168539268084548,0.20250605723166745,0.07404406186731066,0.41874452508310406,0.1927589350614118,0.2792543533347727,0.1369511794603934,0.3607005375615325,0.5225654279609521,0.1651947053573542,0.5024444607833437,0.11552409736240285,0.1923634240435904,0.2718965225453073,0.28473823403822873,0.13731529609348278,0.162261536992511,0.054997588598339066,0.16644185469152123,0.15709661507007597,1.0,0.14041414454762938,0.09335555489380729,0.19018263676370634,0.23839044762431819,0.1900616265236474,0.1921797146041938,0.20605327496731904,0.3143143976310815,0.20519312606244716,0.3838493660822422,0.09069550975671484,0.26155812561793756,0.12726291180889263,0.09990295683117482,0.1423486169013517,0.18505889981891613,0.17461196859580497,0.10050611275765244,0.14482713905551792,0.12082289141006762,0.19971999552085373,0.07226983651273411,0.10460868780235244,0.16890515798243197,0.1042721755015839,0.13385793618930694,0.22455810325999132,0.1291710973809578,0.27333537611593245,0.12862589913129593,0.19484855086731345,0.13039395603202408,0.16585244919030612,0.17977431866456542,0.36438510449453904,0.20825854499833996,0.2834297092977612,0.19641103205634491,0.18476215819019684,0.350383040374004
2vy0_clean_site0007,0.544130179482975,0.30435305113388594,0.24001542395847006,0.43267946913297584,0.3419801287616443,0.20343277774071317,0.4658925442015687,0.2571814169623533,0.28497380253012433,0.16530108553072267,0.3050502500448426,0.21431112116053477,0.35506192865893305,0.3352679679092834,0.4802116678985878,0.400374683528777,0.2451509285345071,0.1875238896962443,0.2728188388897589,0.24925508925878864,0.23225323880048312,0.18553545589269088,0.22144745669908347,0.17439803105208398,0.16693192802005177,0.39280052534917315,0.14041414454762938,1.0,0.11559967822674876,0.09326013773712859,0.27613135799796135,0.3785507598115913,0.26109238302391996,0.1655600754590933,0.2784004059193088,0.16600377377808356,0.29075775662730075,0.18141813098593207,0.15277325506694217,0.22745838006169766,0.15700331217446042,0.4212189920469805,0.1648105604671937,0.2707322930027534,0.12592934063108355,0.29163779498552767,0.07191425027048476,0.330842876810203,0.2227981556454471,0.19239520293060441,0.5226482502772101,0.2165476924145913,0.2636842065312958,0.20394036268429422,0.16280621816680182,0.2060342203775245,0.12545741843367153,0.09747147736924677,0.2099995596330423,0.18573087299378147,0.10949259940940378,0.5050988530303829,0.15142308152142683,0.2042869882911019,0.18610138083537986,0.08460080226487142,0.193992692911755
3apg_clean_site0000,0.37938600106918813,0.4782248533163025,0.21128500682934212,0.25317486019789465,0.16594050213277958,0.37697855621419873,0.3470525205085985,0.23166174199092548,0.195718468580402,0.2781575849533578,0.3172412554089924,0.44902606830261627,0.23232800567270967,0.3262584889493098,0.15561416554071994,0.4014303233638475,0.3539127257156536,0.3079689537388697,0.32502409121260045,0.26175447988608797,0.1608875662379336,0.18952281533909626,0.1569642670222312,0.27557455884054355,0.19876560192389198,0.4971111690947206,0.09335555489380729,0.11559967822674876,1.0,0.2823143092262804,0.3061692126557729,0.23517697155978307,0.23141878827703127,0.1942651313127371,0.11036314576623164,0.25757037258101406,0.344177953616239,0.15817247614003838,0.4581029557635683,0.20559613740242177,0.24786761187830506,0.2752287806344218,0.31754768151155904,0.20670763958984412,0.20946626348724534,0.18078180025870497,0.18230710457694252,0.1921561514259048,0.0672963822066013,0.17194267727417453,0.35382092731946446,0.12626596766205467,0.206221148911202,0.0987468017245723,0.16549513204675062,0.22257908805902255,0.09920589423535063,0.18684272608005267,0.150572401127588,0.24574170145345192,0.16194191622863852,0.0,0.10755119764808234,0.2581811485333307,0.2864332458049557,0.10780648576826511,0.23302474866775047
3apg_clean_site0001,0.29422304773784247,0.2605508914753109,0.42015054895767207,0.1335776284645679,0.3534837952962103,0.30279605889370986,0.34326078128901627,0.04715226586732214,0.41678112575151377,0.3646367542056046,0.09936224461823373,0.42038780924993346,0.25002546146277826,0.4059256844936172,0.09939246176311403,0.46519618146911307,0.18463632882199943,0.2811412232020552,0.28657506195331656,0.18335091123829178,0.16636721849989772,0.21362327057137698,0.21521584869824598,0.269600848686368,0.4474939832402491,0.2653610962073881,0.19018263676370634,0.09326013773712859,0.2823143092262804,1.0,0.22371940771203,0.3050231946874081,0.17551483972264154,0.26438953628860806,0.21724069519327693,0.0687338209198285,0.2796286271707313,0.41378458912625843,0.3152786205833519,0.32634528995143797,0.25917869854359843,0.26563550742243913,0.451592319959701,0.3808086548362371,0.371049453242615,0.17524276621169785,0.18654540813445203,0.1778066886917052,0.33682114598890356,0.09027429875550654,0.3142550376502551,0.1459282131372616,0.40302425978214196,0.4100429882577796,0.12456243579506816,0.3926705951504429,0.3939116520589353,0.31877867004786187,0.28086071330862994,0.3199274622594824,0.4244741121620077,0.13734750090393885,0.2661681258752874,0.4352424355824862,0.37712927970306726,0.30549279328201406,0.2614445572170108
3apg_clean_site0002,0.41055871710973096,0.2480639194225115,0.4329863607086466,0.2140854239672456,0.11770916277235055,0.31836575563972275,0.4393317676239694,0.2836677099389345,0.40645841533822424,0.12988889536687406,0.3756607454387841,0.19535663978968792,0.334763444206884,0.23050529571192296,0.1635822190298606,0.3811532893161953,0.22574826337902737,0.3471139062666778,0.2887523772009775,0.21423608061456106,0.48331798248404645,0.49158458973031843,0.3311819370429135,0.2153256101394437,0.14632844724276392,0.4016895067172437,0.23839044762431819,0.27613135799796135,0.3061692126557729,0.22371940771203,1.0,0.5045766044725695,0.1389877554869287,0.32632129669493026,0.2585938532966032,0.36591180673356394,0.08892393235551371,0.31744431425200964,0.3200748618013558,0.4317131846878569,0.3101183261627073,0.38759425135218917,0.23577904237535058,0.33328514507824436,0.41821560243769745,0.2936319245148328,0.29954465698712923,0.3178228701590818,0.3600968091229528,0.2829185882142776,0.29869162977483055,0.5631553360465746,0.45220225486948845,0.24847538939074618,0.42012970302797953,0.26634129069444407,0.2926357028418214,0.40271934461085485,0.38331463489200873,0.21187836088018647,0.28781160183567595,0.28541692755498405,0.2550098865331477,0.07561822775592834,0.14425330083137639,0.3549389627807856,0.3952553559519091
3apg_clean_site0003,0.32766330130293075,0.1908159079616091,0.22960896571654005,0.20103673751687237,0.33776386398509384,0.21069381879950094,0.2983481807670997,0.3796216353416543,0.45052503452425857,0.28947659286971733,0.056973542439091494,0.2852152205702351,0.2824786517989621,0.2630448068310492,0.2413133827978724,0.40682013547451856,0.20586922137307523,0.33648063840710474,0.34412343495100495,0.20889835102384363,0.2193301192465574,0.3986329947483696,0.270080571820753,0.2927401072683164,0.35386531740631333,0.44055393550876293,0.1900616265236474,0.3785507598115913,0.23517697155978307,0.3050231946874081,0.5045766044725695,1.0,0.16595002340398166,0.41022823919161816,0.3249370580378955,0.22886712936843728,0.3991613070994981,0.3963942103329247,0.26637577927945716,0.2826327866279523,0.4601583580867735,0.44119245335893237,0.2926712052543976,0.21766543638051547,0.27959692991527857,0.2539673036865428,0.70274786739583,0.2830841476889096,0.2379933103884922,0.5273286157133303,0.24854263757330014,0.5885217186534316,0.31606390586247934,0.3537040578791368,0.40231297788701353,0.3386882920843908,0.3248586904302292,0.43731919861210683,0.13253532057940198,0.3298648628097643,0.5064291898098685,0.29464923184391756,0.24006125067388842,0.19821314585746252,0.21062417524483876,0.09837338174759959,0.3403292744166753
3apg_clean_site0004,0.2694432239068353,0.16840744528347143,0.19768634980738797,0.29168827168699146,0.19012015248731295,0.12660043494791168,0.1619138845280809,0.1094049165065922,0.2434553449376017,0.06413413439543643,0.35572856866205316,0.05748021752286318,0.257196578886841,0.31464100542161755,0.33841879363791877,0.3138974091718405,0.17830955494695638,0.17168993182170567,0.25040609786558615,0.3494389037839984,0.10114700129485785,0.3135006118062394,0.1400929880136004,0.09621960171572491,0.2369485979041797,0.31268520585927934,0.1921797146041938,0.26109238302391996,0.23141878827703127,0.17551483972264154,0.1389877554869287,0.16595002340398166,1.0,0.20471059283702692,0.0,0.17651012454389153,0.2407919091944172,0.4937714412711515,0.2733135719910858,0.26066376505513195,0.219552247941171,0.12154368733426806,0.30860028852762994,0.30681665721063583,0.21564610819566013,0.1801029081554095,0.10108437853449811,0.17019529761504174,0.2077906166297289,0.2135599905147353,0.19703839437159057,0.1415971661052785,0.17211922976189198,0.15347188295332556,0.25471875568665614,0.19118514179908158,0.23769998363974987,0.24725426052244698,0.25886244156060556,0.15437659588903072,0.10595532018163294,0.4762480656050234,0.1800638276819282,0.2730855535529598,0.23314951048676993,0.28853788482867354,0.15061855586116996
3apg_clean_site0005,0.2766290785549275,0.26967028813624666,0.20455733713641924,0.4527590415382896,0.34782858332786243,0.06818315890504098,0.14714445085861402,0.25155548671452144,0.11653806031393127,0.23026901185792606,0.38459017473659063,0.3666969340051917,0.34373879953217146,0.23357766579626246,0.3248992026747562,0.3201354574986538,0.1884760652791832,0.042581412656230375,0.2200192826954844,0.23775510627117416,0.4467696442135411,0.16650971875554507,0.2913941383967193,0.31122009688354535,0.25615613187316405,0.38375957558652213,0.20605327496731904,0.1655600754590933,0.1942651313127371,0.26438953628860806,0.32632129669493026,0.41022823919161816,0.20471059283702692,1.0,0.3708958214157119,0.16880683378745948,0.15779473491212592,0.2090354428898498,0.32734210054882873,0.09522706746915405,0.27075358089743634,0.1929593735350586,0.20732658404595586,0.42514119887183954,0.19052588210420476,0.22868450401375373,0.25870541900422556,0.2938092402240776,0.16464059264131617,0.28945326089871526,0.2778854169651483,0.2989204515438852,0.3068901900005247,0.12626485124329348,0.22819353069573292,0.3506432184291878,0.1305017425381411,0.16076415429716828,0.3407458714116687,0.3880470795518627,0.1246876284689952,0.45097930333597397,0.12973297827268093,0.1949759429884884,0.1822897653920103,0.11598024504356161,0.23455663506272148
